title,year,authors,venue,citation_count,openalex_id,doi,url,open_access_pdf,concepts,type,is_oa,abstract
Detecting and Mitigating Algorithmic Bias in Binary Classification using Causal Modeling,2024,Wendy Hui; John W. Lau,,2,W4402593210,10.1109/cccis63483.2024.00016,https://openalex.org/W4402593210,https://figshare.com/articles/conference_contribution/Detecting_and_Mitigating_Algorithmic_Bias_in_Binary_Classification_using_Causal_Modeling/24679857,Computer science; Binary number; Binary classification; Artificial intelligence; Data mining,article,True,"&lt;p dir=""ltr""&gt;This paper proposes the use of causal modeling to detect and mitigate algorithmic bias. We provide a brief description of causal modeling and a general overview of our approach. We then use the Adult dataset, which is available for download from the UC Irvine Machine Learning Repository, to develop (1) a prediction model, which is treated as a black box, and (2) a causal model for bias mitigation. In this paper, we focus on gender bias and the problem of binary classification. We show that gender bias in the prediction model is statistically significant at the 0.05 level. We demonstrate the effectiveness of the causal model in mitigating gender bias by cross-validation. Furthermore, we show that the overall classification accuracy is improved slightly. Our novel approach is intuitive, easy-to-use, and can be implemented using existing statistical software tools such as lavaan in R. Hence, it enhances explainability and promotes trust.&lt;/p&gt;"
Algorithmic Bias and Discrimination: Legal and Policy Considerations,2023,Kartik Pendharkar,SSRN Electronic Journal,1,W4389254538,10.2139/ssrn.4640433,https://openalex.org/W4389254538,https://doi.org/10.2139/ssrn.4640433,Political science; Law and economics; Computer science; Econometrics; Psychology,article,True,
"Algorithmic Bias, Generalist Models,and Clinical Medicine",2023,Geoff Keeling,arXiv (Cornell University),1,W4375957568,10.48550/arxiv.2305.04008,https://openalex.org/W4375957568,https://arxiv.org/pdf/2305.04008,Generalist and specialist species; Computer science; Machine learning; Artificial intelligence; Data science,preprint,True,"The technical landscape of clinical machine learning is shifting in ways that destabilize pervasive assumptions about the nature and causes of algorithmic bias. On one hand, the dominant paradigm in clinical machine learning is narrow in the sense that models are trained on biomedical datasets for particular clinical tasks such as diagnosis and treatment recommendation. On the other hand, the emerging paradigm is generalist in the sense that general-purpose language models such as Google's BERT and PaLM are increasingly being adapted for clinical use cases via prompting or fine-tuning on biomedical datasets. Many of these next-generation models provide substantial performance gains over prior clinical models, but at the same time introduce novel kinds of algorithmic bias and complicate the explanatory relationship between algorithmic biases and biases in training data. This paper articulates how and in what respects biases in generalist models differ from biases in prior clinical models, and draws out practical recommendations for algorithmic bias mitigation."
Generative AI in Writing Research Papers: A New Type of Algorithmic Bias and Uncertainty in Scholarly Work,2023,Rishab Jain; Aditya Jain,arXiv (Cornell University),3,W4389982241,10.48550/arxiv.2312.10057,https://openalex.org/W4389982241,https://arxiv.org/pdf/2312.10057,Generative grammar; Interpretability; Computer science; Context (archaeology); Artificial intelligence,preprint,True,"The use of artificial intelligence (AI) in research across all disciplines is becoming ubiquitous. However, this ubiquity is largely driven by hyperspecific AI models developed during scientific studies for accomplishing a well-defined, data-dense task. These AI models introduce apparent, human-recognizable biases because they are trained with finite, specific data sets and parameters. However, the efficacy of using large language models (LLMs) -- and LLM-powered generative AI tools, such as ChatGPT -- to assist the research process is currently indeterminate. These generative AI tools, trained on general and imperceptibly large datasets along with human feedback, present challenges in identifying and addressing biases. Furthermore, these models are susceptible to goal misgeneralization, hallucinations, and adversarial attacks such as red teaming prompts -- which can be unintentionally performed by human researchers, resulting in harmful outputs. These outputs are reinforced in research -- where an increasing number of individuals have begun to use generative AI to compose manuscripts. Efforts into AI interpretability lag behind development, and the implicit variations that occur when prompting and providing context to a chatbot introduce uncertainty and irreproducibility. We thereby find that incorporating generative AI in the process of writing research manuscripts introduces a new type of context-induced algorithmic bias and has unintended side effects that are largely detrimental to academia, knowledge production, and communicating research."
"Data and science engineering: The ethical dilemma of our time-exploring privacy breaches, algorithmic biases, and the need for transparency",2023,Shubham Shubham; Saloni Saloni; Sidra-Tul-Muntaha,World Journal of Advanced Research and Reviews,3,W4366773799,10.30574/wjarr.2023.18.1.0677,https://openalex.org/W4366773799,https://wjarr.com/sites/default/files/WJARR-2023-0677.pdf,Transparency (behavior); Autonomy; Accountability; Engineering ethics; Ethical issues,article,True,"This paper explores the ethical dilemmas associated with data and science engineering, with a focus on privacy breaches, algorithmic biases, and the need for transparency. With the increasing reliance on data-driven decision making and machine learning algorithms, the ethical implications of these technologies have become a pressing issue in various sectors. The study aimed to identify the most significant ethical concerns, analyze their impact on society, and provide solutions to address these issues. The research utilized a systematic review of 18 studies to identify the key ethical issues in data and science engineering. The findings revealed that privacy breaches, algorithmic biases, and lack of transparency were the most prevalent ethical concerns. These issues can have significant implications for individuals and groups, including discrimination, loss of autonomy, and reputational harm. The study also identified vulnerable groups, such as marginalized communities, who may be disproportionately affected by these issues. To address these ethical concerns, the study proposed several solutions, including the development of ethical guidelines, increased transparency and accountability, and the use of diverse and representative datasets. The solutions were informed by the literature review, case studies, and analysis of real-world examples. The study also assessed the feasibility of implementing these solutions and highlighted potential barriers to implementation."
The Alignment of Values: Embedding Human Dignity in Algorithmic Bias Governance for the AGI Era,2025,Yilin Zhao; Z. M. Ren,International Journal of Digital Law and Governance,2,W4409824542,10.1515/ijdlg-2025-0006,https://openalex.org/W4409824542,https://www.degruyterbrill.com/document/doi/10.1515/ijdlg-2025-0006/pdf,Dignity; Embedding; Corporate governance; Computer science; Political science,article,True,"Abstract Decision-makers across both technological and political fields increasingly recognize the need for AI regulation. In the context of AI governance, alignment refers to the requirement that AI systems operate in accordance with human values and interests. This article argues that misalignment is a key driver of algorithmic bias, which not only perpetuates rights infringements but also undermines AI safety, posing risks to its societal integration. This alignment imperative is rooted in the enduring principle of human dignity, a juridical concept that has evolved from its origins in Roman jurisprudence to its establishment as a cornerstone of modern constitutional democracies. Today, human dignity serves as a foundational value underpinning the rule of law. Through comparative legal analysis, this article examines how human dignity informs algorithmic governance across major jurisdictions, analyzing regulatory texts, directives, and case law addressing AI-related challenges. Despite varying implementation approaches, this paper demonstrates that human dignity can serve as a universal foundation for AI governance across cultural contexts. While the European Union prioritizes human dignity in regulating algorithmic bias, emphasizing individual rights, public interests, and human oversight, this principle extends beyond European law, offering a normative anchor for global AI governance. The article concludes with governance recommendations for the AGI era, advocating for the integration of human dignity into AI alignment. This requires both embedding dignity-preserving constraints at the technical level and developing robust assessment frameworks capable of evaluating increasingly advanced AI systems. As AI surpasses human intelligence, governance mechanisms must ensure these systems align with ethical principles, remain under meaningful human control, and operate within legally and socially acceptable boundaries."
Algorithmic Bias and Fairness in Biomedical and Health Research,2025,Rebet Keith Jones,Advances in computational intelligence and robotics book series,1,W4410355209,10.4018/979-8-3373-4252-8.ch008,https://openalex.org/W4410355209,,Psychology; Computer science; Sociology; Political science; Internet privacy,book-chapter,False,"The rapid integration of artificial intelligence (AI) and machine learning (ML) into biomedical and health research has the potential to transform patient care, diagnosis, and treatment outcomes. However, as these technologies evolve, concerns surrounding algorithmic bias and fairness have emerged. In the context of healthcare, biased algorithms can exacerbate disparities in health outcomes, leading to inequality in care and undermining trust in AI-driven systems. This chapter explores the ethical implications of algorithmic bias in biomedical research, focusing on the factors contributing to bias in datasets, model design, and decision-making processes. Additionally, it examines various strategies and frameworks aimed at promoting fairness and equity in AI applications. Through a multidisciplinary lens, the chapter presents a critical analysis of how algorithmic fairness can be achieved, with particular emphasis on practical solutions and regulatory considerations to safeguard both the integrity of research and the well-being of diverse patient populations"
"Large Language Models in Medical Education: Opportunities, Challenges, and Future Directions",2023,Alaa Abd‐Alrazaq; Rawan AlSaad; Dari Alhuwail; Arfan Ahmed; M Healy; Syed Latifi; Sarah Aziz; Rafat Damseh; Sadam Alabed Alrazak; Javaid I. Sheikh,JMIR Medical Education,489,W4376866715,10.2196/48291,https://openalex.org/W4376866715,https://mededu.jmir.org/2023/1/e48291/PDF,Engineering ethics; Curriculum; Misinformation; Competence (human resources); Paradigm shift,article,True,"The integration of large language models (LLMs), such as those in the Generative Pre-trained Transformers (GPT) series, into medical education has the potential to transform learning experiences for students and elevate their knowledge, skills, and competence. Drawing on a wealth of professional and academic experience, we propose that LLMs hold promise for revolutionizing medical curriculum development, teaching methodologies, personalized study plans and learning materials, student assessments, and more. However, we also critically examine the challenges that such integration might pose by addressing issues of algorithmic bias, overreliance, plagiarism, misinformation, inequity, privacy, and copyright concerns in medical education. As we navigate the shift from an information-driven educational paradigm to an artificial intelligence (AI)–driven educational paradigm, we argue that it is paramount to understand both the potential and the pitfalls of LLMs in medical education. This paper thus offers our perspective on the opportunities and challenges of using LLMs in this context. We believe that the insights gleaned from this analysis will serve as a foundation for future recommendations and best practices in the field, fostering the responsible and effective use of AI technologies in medical education."
"Out of One, Many: Using Language Models to Simulate Human Samples",2023,Lisa P. Argyle; Ethan C. Busby; Nancy Fulda; Joshua R. Gubler; Christopher Rytting; David Wingate,Political Analysis,396,W4321455981,10.1017/pan.2023.2,https://openalex.org/W4321455981,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/035D7C8A55B237942FB6DBAD7CAA4E49/S1047198723000025a.pdf/div-class-title-out-of-one-many-using-language-models-to-simulate-human-samples-div.pdf,Variety (cybernetics); Fidelity; Computer science; Context (archaeology); Sociocultural evolution,article,True,"Abstract We propose and explore the possibility that language models can be studied as effective proxies for specific human subpopulations in social science research. Practical and research applications of artificial intelligence tools have sometimes been limited by problematic biases (such as racism or sexism), which are often treated as uniform properties of the models. We show that the “algorithmic bias” within one such tool—the GPT-3 language model—is instead both fine-grained and demographically correlated, meaning that proper conditioning will cause it to accurately emulate response distributions from a wide variety of human subgroups. We term this property algorithmic fidelity and explore its extent in GPT-3. We create “silicon samples” by conditioning the model on thousands of sociodemographic backstories from real human participants in multiple large surveys conducted in the United States. We then compare the silicon and human samples to demonstrate that the information contained in GPT-3 goes far beyond surface similarity. It is nuanced, multifaceted, and reflects the complex interplay between ideas, attitudes, and sociocultural context that characterize human attitudes. We suggest that language models with sufficient algorithmic fidelity thus constitute a novel and powerful tool to advance understanding of humans and society across a variety of disciplines."
Algorithmic bias in anthropomorphic artificial intelligence: Critical perspectives through the practice of women media artists and designers,2023,Caterina Antonopoulou,Technoetic Arts,3,W4391184189,10.1386/tear_00109_1,https://openalex.org/W4391184189,,Computer science; Psychology; Artificial intelligence; Multimedia; Human–computer interaction,article,False,"Current research in artificial intelligence (AI) sheds light on algorithmic bias embedded in AI systems. The underrepresentation of women in the AI design sector of the tech industry, as well as in training datasets, results in technological products that encode gender bias, reinforce stereotypes and reproduce normative notions of gender and femininity. Biased behaviour is notably reflected in anthropomorphic AI systems, such as personal intelligent assistants (PIAs) and chatbots, that are usually feminized through various design parameters, such as names, voices and traits. Gendering of AI entities, however, is often reduced to the encoding of stereotypical behavioural patterns that perpetuate normative assumptions about the role of women in society. The impact of this behaviour on social life increases, as human-to-(anthropomorphic)machine interactions are mirrored in human-to-human social interactions. This article presents current critical research on AI bias, focusing on anthropomorphic systems. Moreover, it discusses the significance of women’s engagement in AI design and programming, by presenting selected case studies of contemporary female media artists and designers. Finally, it suggests that women, through their creative practice, provide feminist and critical approaches to AI design which are essential for imagining alternative, inclusive, ethic and de-biased futures for anthropomorphic AIs."
Mitigating Algorithmic Bias: Strategies for Addressing Discrimination in Data,2024,Sonia Gipson Rankin,SSRN Electronic Journal,2,W4400918480,10.2139/ssrn.4902043,https://openalex.org/W4400918480,https://doi.org/10.2139/ssrn.4902043,Computer science; Data science,article,True,
Exposing the chimp optimization algorithm: A misleading metaheuristic technique with structural bias,2024,Lingyun Deng; Sanyang Liu,Applied Soft Computing,32,W4394566650,10.1016/j.asoc.2024.111574,https://openalex.org/W4394566650,,Metaheuristic; Computer science; Optimization algorithm; Algorithm; Mathematical optimization,article,False,
Investigating What Factors Influence Users’ Rating of Harmful Algorithmic Bias and Discrimination,2024,Sara Kingsley; Jiayin Zhi; Wesley Hanwen Deng; Jaimie Lee; S.Q. Zhang; Motahhare Eslami; Kenneth Holstein; Jason Hong; Tianshi Li; Mouquan Shen,Proceedings of the AAAI Conference on Human Computation and Crowdsourcing,2,W4403434407,10.1609/hcomp.v12i1.31602,https://openalex.org/W4403434407,https://ojs.aaai.org/index.php/HCOMP/article/download/31602/33768,Psychology; Computer science; Applied psychology; Cognitive psychology,article,True,"There has been growing recognition of the crucial role users, especially those from marginalized groups, play in uncovering harmful algorithmic biases. However, it remains unclear how users’ identities and experiences might impact their rating of harmful biases. We present an online experiment (N=2,197) examining these factors: demographics, discrimination experiences, and social and technical knowledge. Participants were shown examples of image search results, including ones that previous literature has identified as biased against marginalized racial, gender, or sexual orientation groups. We found participants from marginalized gender or sexual orientation groups were more likely to rate the examples as more severely harmful. Belonging to marginalized races did not have a similar pattern. Additional factors affecting users’ ratings included discrimination experiences, and having friends or family belonging to marginalized demographics. A qualitative analysis offers insights into users' bias recognition, and why they see biases the way they do. We provide guidance for designing future methods to support effective user-driven auditing."
"Editorial Note for Special Issue on Al and Fake News, Mis(dis)information, and Algorithmic Bias",2023,Donghee Shin; Kerk F. Kee,Journal of Broadcasting & Electronic Media,4,W4380878039,10.1080/08838151.2023.2225665,https://openalex.org/W4380878039,,Misinformation; Journalism; Sociology; Digital media; Digital era,editorial,False,"Click to increase image sizeClick to decrease image size Disclosure statementNo potential conflict of interest was reported by the author(s).Additional informationNotes on contributorsDonghee ShinDonghee Shin (Ph.D. & M.A., Syracuse University) is a professor and chair at the College of Media & Communication at Texas Tech University. His research interests include digital journalism, human-computer interaction, and algorithmic media. His recent research in the algorithm as media addresses misinformation, inoculation theory, and algorithmic biases.Kerk F. KeeKerk F. Kee (Ph.D., the University of Texas at Austin) is an associate professor at the College of Media & Communication at Texas Tech University. His research primarily investigates the development, adoption, implementation, and ultimate diffusion of big data technologies in scientific organizations. He also studies the dissemination of health information in cultural communities and the spread of pro-environmental attitudes in modern societies."
Mitigating algorithmic bias in opioid risk-score modeling to ensure equitable access to pain relief,2023,Atharva M. Bhagwat; Kadija Ferryman; Jason B. Gibbons,Nature Medicine,4,W4360612372,10.1038/s41591-023-02256-0,https://openalex.org/W4360612372,,Opioid; Medicine; Opioid epidemic; Pain relief; Business,letter,False,
Questioning AI: How Racial Identity Shapes the Perceptions of Algorithmic Bias,2023,Soojong Kim; Joomi Lee; Poong Oh,,2,W4381513294,10.31234/osf.io/afcdn,https://openalex.org/W4381513294,https://psyarxiv.com/afcdn/download,Injustice; Social psychology; Perception; Social identity theory; Psychology,preprint,True,"[Published in International Journal of Communication] Growing concerns indicate that automated decision-making (ADM) may discriminate against certain social groups, but little is known about how social identities of people influence their perceptions of biased automated decisions. Focusing on the context of racial disparity, this study examined if individuals’ social identities (white vs. People of Color) and social contexts that entail discrimination (discrimination target: the self vs. the other) affect the perceptions of algorithm outcomes. A randomized controlled experiment (N = 604) demonstrated that a participant’s social identity significantly moderated the effects of the discrimination target on the perceptions. Among POC participants, algorithms that discriminate against the subject decreased their perceived fairness and trust, whereas among white participants opposite patterns were observed. The findings imply that social disparity and inequality, and different social groups’ lived experiences of the existing discrimination and injustice should be at the center of understanding how people make sense of biased algorithms."
A Scoping Review On The Impact Of Algorithm Bias On The Perceived Fairness,2023,Amirhossein Hajigholam Saryazdi; Mahdi Mirhosseini,Research Square (Research Square),1,W4387574695,10.21203/rs.3.rs-3428999/v1,https://openalex.org/W4387574695,https://www.researchsquare.com/article/rs-3428999/latest.pdf,Scope (computer science); Injustice; Computer science; Task (project management); Mechanism (biology),review,True,"Abstract Artificial intelligence (AI) based algorithms increasingly shape our daily lives. These algorithms can be biased in a way that compounds injustice in society. This affects how people perceive the fairness of the algorithms, but little is known about the mechanism and scope. To address this research gap, this study conducts a scoping literature review of published papers representing the current state of the research. Then develops a novel theoretical model about the impact of algorithm bias on perceived fairness by synthesizing common themes namely: algorithm bias, algorithm fairness, perceived fairness, individual characteristics, social characteristics, task characteristics, and technology characteristics. The paper concludes by formulating propositions that highlight the significant gap in the literature, contribute to a better understanding of the relationships between identified themes and their components, and provide a roadmap for future research."
"Antimicrobial resistance: Impacts, challenges, and future prospects",2024,Sirwan Khalid Ahmed; Safin Hussein; Karzan Qurbani; Radhwan Hussein Ibrahim; Abdulmalik Fareeq; Kochr Ali Mahmood; Mona Gamal Mohamed,Journal of Medicine Surgery and Public Health,582,W4392349824,10.1016/j.glmedi.2024.100081,https://openalex.org/W4392349824,https://doi.org/10.1016/j.glmedi.2024.100081,Antibiotic resistance; Antimicrobial stewardship; Business; Agriculture; Pandemic,article,True,"Antimicrobial resistance (AMR) is a critical global health issue driven by antibiotic misuse and overuse in various sectors, leading to the emergence of resistant microorganisms. The history of AMR dates back to the discovery of penicillin, with the rise of multidrug-resistant pathogens posing significant challenges to healthcare systems worldwide. The misuse of antibiotics in human and animal health, as well as in agriculture, contributes to the spread of resistance genes, creating a ""Silent Pandemic"" that could surpass other causes of mortality by 2050. AMR affects both humans and animals, with resistant pathogens posing challenges in treating infections. Various mechanisms, such as enzymatic modification and biofilm formation, enable microbes to withstand the effects of antibiotics. The lack of effective antibiotics threatens routine medical procedures and could lead to millions of deaths annually if left unchecked. The economic impact of AMR is substantial, with projected losses in the trillions of dollars and significant financial burdens on healthcare systems and agriculture. Artificial intelligence is being explored as a tool to combat AMR by improving diagnostics and treatment strategies, although challenges such as data quality and algorithmic biases exist. To address AMR effectively, a One Health approach that considers human, animal, and environmental factors is crucial. This includes enhancing surveillance systems, promoting stewardship programs, and investing in research and development for new antimicrobial options. Public awareness, education, and international collaboration are essential for combating AMR and preserving the efficacy of antibiotics for future generations."
In This Special Section: Algorithmic Bias—Australia’s Robodebt and Its Human Rights Aftermath,2024,Katina Michael,IEEE Transactions on Technology and Society,3,W4402704508,10.1109/tts.2024.3444248,https://openalex.org/W4402704508,,Section (typography); Human rights; Special section; Political science; Computer science,article,False,
Algorithmic Bias and Physician Liability,2024,Shujie Luan; Shubhranshu Singh; Tinglong Dai,SSRN Electronic Journal,1,W4405236536,10.2139/ssrn.5046254,https://openalex.org/W4405236536,https://doi.org/10.2139/ssrn.5046254,Liability; Business; Actuarial science; Law and economics; Accounting,preprint,True,
Algorithmic Bias as Ultimately Fixable,2024,Elisabeth Kelan,,1,W4401973221,10.4324/9781003427100-4,https://openalex.org/W4401973221,https://doi.org/10.4324/9781003427100-4,Computer science,book-chapter,True,
"Focusing on Decisions, Outcomes, and Value Judgments to Confront Algorithmic Bias",2023,Apurvakumar Pandya; Jinyi Zhu,JAMA Network Open,2,W4380730826,10.1001/jamanetworkopen.2023.18501,https://openalex.org/W4380730826,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2806104/pandya_2023_ic_230093_1686167895.4643.pdf,Value (mathematics); Psychology; Sociology; Positive economics; Statistics,article,True,"Sara Khor, MASc; Eric C. Haupt, ScM; Erin E. Hahn, PhD, MPH; Lindsay Joe L. Lyons, LVN; Veena Shankaran, MD, MS; Aasthaa Bansal, PhD"
Algorithmic bias in public health AI: a silent threat to equity in low-resource settings,2025,Jeena Joseph,Frontiers in Public Health,3,W4412583896,10.3389/fpubh.2025.1643180,https://openalex.org/W4412583896,https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2025.1643180/pdf,Health equity; Equity (law); Public health; Resource (disambiguation); Computer science,article,True,
Opening the ‘black box’ of HRM algorithmic biases – How hiring practices induce discrimination on freelancing platforms,2025,Yannik Trautwein; Felix Zechiel; Kristof Coussement; Matthijs Meire; Marion Büttgen,Journal of Business Research,4,W4408310373,10.1016/j.jbusres.2025.115298,https://openalex.org/W4408310373,,Black box; Business; Computer science; Labour economics; Data science,article,False,
Algorithmic bias: Looking beyond data bias to ensure algorithmic accountability and equity,2023,S. J. Thais; Hannah Shumway; Austin Saragih,,1,W4386301315,10.38105/spr.5lwvw66ssy,https://openalex.org/W4386301315,https://sciencepolicyreview.org/wp-content/uploads/securepdfs/2023/08/MITSPR-v4-191618004007.pdf,Accountability; Transparency (behavior); Computer science; Equity (law); Audit,article,True,"As algorithms increasingly aid public sector decision making in the United States, it becomes important to understand how to effectively tackle algorithmic bias in systems that local, state, and federal government entities use and procure, including what kinds of policies are currently in place or proposed. There is a prevalent belief that algorithmic bias arises primarily from statistical biases present in the data used to train or develop the algorithm, but bias may also arise during data collection, problem specification, how and where algorithms are deployed, and within the broader societal contextualization of algorithms. So far, enacted policies in in the US center on temporary bans of particular types of algorithms, transparency, and post-hoc bias audits, as well as more wide-ranging (but non-binding) policy frameworks; all largely focus on quantitative notions of fairness when they assess bias, leaving room for more comprehensive legislation to meaningfully address this issue going forward."
Algorithmic Bias in BERT for Response Accuracy Prediction: A Case Study for Investigating Population Validity,2024,Guher Gorgun; Seyma N. Yildirim‐Erbasli,Journal of Educational Measurement,2,W4403847593,10.1111/jedm.12420,https://openalex.org/W4403847593,https://doi.org/10.1111/jedm.12420,Item response theory; Population; Psychology; Test validity; Predictive validity,article,True,"Abstract Pretrained large language models (LLMs) have gained popularity in recent years due to their high performance in various educational tasks such as learner modeling, automated scoring, automatic item generation, and prediction. Nevertheless, LLMs are black box approaches where models are less interpretable, and they may carry human biases and prejudices because historical human data have been used for pretraining these large‐scale models. For these reasons, the prediction tasks based on LLMs require scrutiny to ensure that the prediction models are fair and unbiased. In this study, we used BERT—a pretrained encoder‐only LLM for predicting response accuracy using action sequences extracted from the 2012 PIAAC assessment. We selected three countries (i.e., Finland, Slovakia, and the United States) representing different performance levels in the overall PIAAC assessment. We found promising results for predicting response accuracy using the fine‐tuned BERT model. Additionally, we examined algorithmic bias in the prediction models trained with different countries. We found differences in model performance, suggesting that some trained models are not free from bias, and thus the models are less generalizable across countries. Our results highlighted the importance of investigating algorithmic fairness in prediction models utilizing algorithmic systems to ensure models are bias‐free."
"Missingness and algorithmic bias: an example from the United States National Outbreak Reporting System, 2009–2019",2024,Emily Diemer; Elena N. Naumova,Journal of Public Health Policy,2,W4396602160,10.1057/s41271-024-00477-2,https://openalex.org/W4396602160,,Public health law; Medical sociology; Social policy; Public health; Health care reform,article,False,
Laissez-Faire Harms: Algorithmic Biases in Generative Language Models,2024,Evan Shieh; Faye-Marie Vassel; Cassidy R. Sugimoto; Thema Monroe‐White,arXiv (Cornell University),2,W4394780976,10.48550/arxiv.2404.07475,https://openalex.org/W4394780976,https://arxiv.org/pdf/2404.07475,Psychology; Identity (music); Social psychology; Generative grammar; Sexual orientation,preprint,True,"The rapid deployment of generative language models (LMs) has raised concerns about social biases affecting the well-being of diverse consumers. The extant literature on generative LMs has primarily examined bias via explicit identity prompting. However, prior research on bias in earlier language-based technology platforms, including search engines, has shown that discrimination can occur even when identity terms are not specified explicitly. Studies of bias in LM responses to open-ended prompts (where identity classifications are left unspecified) are lacking and have not yet been grounded in end-consumer harms. Here, we advance studies of generative LM bias by considering a broader set of natural use cases via open-ended prompting. In this ""laissez-faire"" setting, we find that synthetically generated texts from five of the most pervasive LMs (ChatGPT3.5, ChatGPT4, Claude2.0, Llama2, and PaLM2) perpetuate harms of omission, subordination, and stereotyping for minoritized individuals with intersectional race, gender, and/or sexual orientation identities (AI/AN, Asian, Black, Latine, MENA, NH/PI, Female, Non-binary, Queer). We find widespread evidence of bias to an extent that such individuals are hundreds to thousands of times more likely to encounter LM-generated outputs that portray their identities in a subordinated manner compared to representative or empowering portrayals. We also document a prevalence of stereotypes (e.g. perpetual foreigner) in LM-generated outputs that are known to trigger psychological harms that disproportionately affect minoritized individuals. These include stereotype threat, which leads to impaired cognitive performance and increased negative self-perception. Our findings highlight the urgent need to protect consumers from discriminatory harms caused by language models and invest in critical AI education programs tailored towards empowering diverse consumers."
Mitigating Algorithmic Bias Through Probability Calibration: A Case Study on Lead Generation Data,2025,M. Nikolić; Danilo Nikolić; Miroslav Stefanović; Sara Koprivica; Darko Stefanović,Mathematics,2,W4412039864,10.3390/math13132183,https://openalex.org/W4412039864,https://doi.org/10.3390/math13132183,Calibration; Lead (geology); Computer science; Statistics; Econometrics,article,True,"Probability calibration is commonly utilized to enhance the reliability and interpretability of probabilistic classifiers, yet its potential for reducing algorithmic bias remains under-explored. In this study, the role of probability calibration techniques in mitigating bias associated with sensitive attributes, specifically country of origin, within binary classification models is investigated. Using a real-world lead-generation 2853 × 8 matrix dataset characterized by substantial class imbalance, with the positive class representing 1.4% of observations, several binary classification models were evaluated and the best-performing model was selected as the baseline for further analysis. The evaluated models included Binary Logistic Regression with polynomial degrees of 1, 2, 3, and 4, Random Forest, and XGBoost classification algorithms. Three widely used calibration methods, Platt scaling, isotonic regression, and temperature scaling, were then used to assess their impact on both probabilistic accuracy and fairness metrics of the best-performing model. The findings suggest that post hoc calibration can effectively reduce the influence of sensitive features on predictions by improving fairness without compromising overall classification performance. This study demonstrates the practical value of incorporating calibration as a straightforward and effective fairness intervention within machine learning workflows."
"Balancing Privacy and Progress: A Review of Privacy Challenges, Systemic Oversight, and Patient Perceptions in AI-Driven Healthcare",2024,S. Williamson; Victor R. Prybutok,Applied Sciences,323,W4390829176,10.3390/app14020675,https://openalex.org/W4390829176,https://www.mdpi.com/2076-3417/14/2/675/pdf?version=1705396255,Health care; Autonomy; Confidentiality; Transformative learning; Information privacy,review,True,"Integrating Artificial Intelligence (AI) in healthcare represents a transformative shift with substantial potential for enhancing patient care. This paper critically examines this integration, confronting significant ethical, legal, and technological challenges, particularly in patient privacy, decision-making autonomy, and data integrity. A structured exploration of these issues focuses on Differential Privacy as a critical method for preserving patient confidentiality in AI-driven healthcare systems. We analyze the balance between privacy preservation and the practical utility of healthcare data, emphasizing the effectiveness of encryption, Differential Privacy, and mixed-model approaches. The paper navigates the complex ethical and legal frameworks essential for AI integration in healthcare. We comprehensively examine patient rights and the nuances of informed consent, along with the challenges of harmonizing advanced technologies like blockchain with the General Data Protection Regulation (GDPR). The issue of algorithmic bias in healthcare is also explored, underscoring the urgent need for effective bias detection and mitigation strategies to build patient trust. The evolving roles of decentralized data sharing, regulatory frameworks, and patient agency are discussed in depth. Advocating for an interdisciplinary, multi-stakeholder approach and responsive governance, the paper aims to align healthcare AI with ethical principles, prioritize patient-centered outcomes, and steer AI towards responsible and equitable enhancements in patient care."
People see more of their biases in algorithms,2024,Begum Celiktutan; Romain Cadario; Carey K. Morewedge,Proceedings of the National Academy of Sciences,12,W4394675493,10.1073/pnas.2317602121,https://openalex.org/W4394675493,https://www.pnas.org/doi/pdf/10.1073/pnas.2317602121,Debiasing; Cognitive bias; Algorithm; Confirmation bias; Computer science,article,True,"Algorithmic bias occurs when algorithms incorporate biases in the human decisions on which they are trained. We find that people see more of their biases (e.g., age, gender, race) in the decisions of algorithms than in their own decisions. Research participants saw more bias in the decisions of algorithms trained on their decisions than in their own decisions, even when those decisions were the same and participants were incentivized to reveal their true beliefs. By contrast, participants saw as much bias in the decisions of algorithms trained on their decisions as in the decisions of other participants and algorithms trained on the decisions of other participants. Cognitive psychological processes and motivated reasoning help explain why people see more of their biases in algorithms. Research participants most susceptible to bias blind spot were most likely to see more bias in algorithms than self. Participants were also more likely to perceive algorithms than themselves to have been influenced by irrelevant biasing attributes (e.g., race) but not by relevant attributes (e.g., user reviews). Because participants saw more of their biases in algorithms than themselves, they were more likely to make debiasing corrections to decisions attributed to an algorithm than to themselves. Our findings show that bias is more readily perceived in algorithms than in self and suggest how to use algorithms to reveal and correct biased human decisions."
